file	PRS_type	threshold	fold	Count	BETA	SE	P	r2_PRS	r2_full	AUC
input/fig3ab_prs/sv//fold36.SV.0.001.sscore	SV	0.001	36	29.919540229885058	4.0890921634847155	6.400530704853881	0.5229090189696453	0.00334263	0.162774	0.5680493895671477
input/fig3ab_prs/sv//fold36.SV.0.01.sscore	SV	0.01	36	197.39080459770116	39.50246573273895	21.81073961024459	0.07011802798878139	0.0274774	0.183048	0.5750554938956715
input/fig3ab_prs/sv//fold36.SV.0.05.sscore	SV	0.05	36	759.080459770115	97.37547751222361	50.117563034226734	0.052023264532658826	0.0315054	0.186431	0.6062708102108768
input/fig3ab_prs/sv//fold36.SV.0.1.sscore	SV	0.1	36	1362.8275862068965	126.37827459582695	75.60338974910927	0.09460414273774999	0.0233299	0.179564	0.5899001109877914
input/fig3ab_prs/sv//fold37.SV.0.0001.sscore	SV	1e-4	37	9.872832369942197	7.722971333533664	3.5685758106201027	0.03045202238661281	0.0414282	0.249681	0.6107843137254901
input/fig3ab_prs/sv//fold37.SV.0.001.sscore	SV	0.001	37	21.872832369942195	20.128970461046162	6.142489648760644	0.001049144407630285	0.0983836	0.294262	0.6661764705882353
input/fig3ab_prs/sv//fold37.SV.0.01.sscore	SV	0.01	37	167.80346820809248	81.13265553004508	22.307905199196483	2.758893116795969e-4	0.1192	0.310556	0.673389355742297
input/fig3ab_prs/sv//fold37.SV.0.05.sscore	SV	0.05	37	728.7745664739884	224.32563573016563	59.09786216335651	1.4714832817766375e-4	0.135114	0.323013	0.6913165266106442
input/fig3ab_prs/sv//fold37.SV.0.1.sscore	SV	0.1	37	1388.4508670520231	320.4253573773695	87.45468617301525	2.4840232680982047e-4	0.120189	0.311331	0.661344537815126
input/fig3ab_prs/sv//fold38.SV.0.0001.sscore	SV	1e-4	38	9.894736842105264	2.978613721814435	2.9417168162592806	0.3112786680841227	0.00834226	0.11412	0.5502296211251435
input/fig3ab_prs/sv//fold38.SV.0.001.sscore	SV	0.001	38	33.89473684210526	6.322389839645673	6.512501932467117	0.3316438320277101	0.007723	0.113566	0.548076923076923
input/fig3ab_prs/sv//fold38.SV.0.01.sscore	SV	0.01	38	193.5438596491228	60.38685171802286	22.22043993803662	0.006575205739790305	0.0637662	0.163632	0.6138059701492538
input/fig3ab_prs/sv//fold38.SV.0.05.sscore	SV	0.05	38	760.8187134502924	126.0430947294591	52.67352586476322	0.016715264668451555	0.0480041	0.149551	0.6317451205510907
input/fig3ab_prs/sv//fold38.SV.0.1.sscore	SV	0.1	38	1402.5730994152048	161.35736736063598	77.70300122603606	0.03783930722038816	0.0357355	0.138591	0.6105051664753157
input/fig3ab_prs/sv//fold39.SV.0.0001.sscore	SV	1e-4	39	5.953488372093023	5.887119630268982	2.606309817746309	0.02389613861549231	0.0433312	0.144869	0.5944570135746606
input/fig3ab_prs/sv//fold39.SV.0.001.sscore	SV	0.001	39	29.930232558139537	13.823775389479518	6.150219226610972	0.02459607682162844	0.042065	0.143737	0.560308257918552
input/fig3ab_prs/sv//fold39.SV.0.01.sscore	SV	0.01	39	171.61627906976744	62.941488174761936	21.695420097782637	0.003718056941646084	0.072778	0.17119	0.5917703619909502
input/fig3ab_prs/sv//fold39.SV.0.05.sscore	SV	0.05	39	709.046511627907	146.89598066510618	48.667780168800924	0.0025416231445813354	0.0792242	0.176952	0.6016685520361991
input/fig3ab_prs/sv//fold39.SV.0.1.sscore	SV	0.1	39	1364.593023255814	311.4808930507359	79.31853954615327	8.6025555456171e-5	0.143007	0.233965	0.6456447963800905
input/fig3ab_prs/sv//fold4.SV.0.0001.sscore	SV	1e-4	4	9.92	8.509023397261073	3.4220108448019895	0.012898607672855195	0.0517399	0.162795	0.6127290128520646
input/fig3ab_prs/sv//fold4.SV.0.001.sscore	SV	0.001	4	33.90857142857143	12.77724361873306	6.961813295834074	0.06645640823456432	0.0279404	0.141783	0.5668580803937654
input/fig3ab_prs/sv//fold4.SV.0.01.sscore	SV	0.01	4	193.61142857142858	24.229684533181704	19.220540135307015	0.20744790428238727	0.0129053	0.128509	0.5690456658463221
input/fig3ab_prs/sv//fold4.SV.0.05.sscore	SV	0.05	4	764.9142857142857	90.38930785093993	50.15355332218757	0.07150587314668477	0.0264814	0.140495	0.6041837571780148
input/fig3ab_prs/sv//fold4.SV.0.1.sscore	SV	0.1	4	1330.6285714285714	105.34616841283268	75.61956453941886	0.16358734183084114	0.0157938	0.131059	0.5719168717528028
input/fig3ab_prs/sv//fold40.SV.0.0001.sscore	SV	1e-4	40	7.931034482758621	1.9882874399673836	2.741948700330104	0.46836821453906863	0.00435302	0.19674	0.5275362318840581
input/fig3ab_prs/sv//fold40.SV.0.001.sscore	SV	0.001	40	35.91954022988506	18.297457843760835	7.556479442251113	0.015459736739295368	0.0504068	0.233894	0.574672187715666
input/fig3ab_prs/sv//fold40.SV.0.01.sscore	SV	0.01	40	199.42528735632183	18.76287323294244	21.634203906811734	0.38578960304375476	0.00625557	0.198275	0.5900621118012422
input/fig3ab_prs/sv//fold40.SV.0.05.sscore	SV	0.05	40	722.8965517241379	117.00220082760538	51.174217415548156	0.022233758003742922	0.0447638	0.229342	0.610351966873706
input/fig3ab_prs/sv//fold40.SV.0.1.sscore	SV	0.1	40	1354.5747126436781	146.6262880709809	76.44375872366416	0.055099137700397	0.0309853	0.218226	0.601656314699793
input/fig3ab_prs/sv//fold41.SV.0.0001.sscore	SV	1e-4	41	7.908045977011494	8.131509972323013	2.7457560202601976	0.0030616132352382494	0.0733977	0.169312	0.6071725860155383
input/fig3ab_prs/sv//fold41.SV.0.001.sscore	SV	0.001	41	33.9080459770115	11.60690004090284	6.455863625264989	0.07219524182038459	0.0262385	0.127034	0.57415371809101
input/fig3ab_prs/sv//fold41.SV.0.01.sscore	SV	0.01	41	181.70114942528735	25.29713854338105	19.175364451586532	0.18708486795659837	0.014072	0.116127	0.5624306326304106
input/fig3ab_prs/sv//fold41.SV.0.05.sscore	SV	0.05	41	746.6666666666666	145.2696693746515	50.596669481663525	0.004090059085549233	0.069663	0.165964	0.6358213096559379
input/fig3ab_prs/sv//fold41.SV.0.1.sscore	SV	0.1	41	1358.3218390804598	199.82166364296947	77.06508334285299	0.009517184218056	0.0563148	0.153997	0.6338790233074362
input/fig3ab_prs/sv//fold42.SV.0.0001.sscore	SV	1e-4	42	7.908571428571428	5.197193394102014	2.4316299205098195	0.03257123344956876	0.0370985	0.144559	0.5702078206179929
input/fig3ab_prs/sv//fold42.SV.0.001.sscore	SV	0.001	42	37.89714285714286	21.061027843265506	6.88177937942091	0.0022103831920582185	0.077989	0.180886	0.6216160787530763
input/fig3ab_prs/sv//fold42.SV.0.01.sscore	SV	0.01	42	167.71428571428572	46.08504399086742	17.143657533810906	0.007184508434016883	0.0603191	0.165188	0.6158053048947224
input/fig3ab_prs/sv//fold42.SV.0.05.sscore	SV	0.05	42	722.7657142857142	189.8403353545498	49.22721247515351	1.1506423494146034e-4	0.129438	0.226594	0.675827180749248
input/fig3ab_prs/sv//fold42.SV.0.1.sscore	SV	0.1	42	1372.48	292.9220284739821	81.00070650850394	2.988557889629066e-4	0.113594	0.212517	0.6814328684714247
input/fig3ab_prs/sv//fold43.SV.0.0001.sscore	SV	1e-4	43	7.908571428571428	5.6949152302477515	2.3033483866889015	0.013419023709480756	0.0491151	0.120135	0.6017227235438884
input/fig3ab_prs/sv//fold43.SV.0.001.sscore	SV	0.001	43	27.908571428571427	23.695887026442346	6.659870505276745	3.736748410036867e-4	0.108194	0.174802	0.6573694284933005
input/fig3ab_prs/sv//fold43.SV.0.01.sscore	SV	0.01	43	187.50857142857143	61.63593113235629	20.515941216442148	0.0026619744332322805	0.0753465	0.144407	0.640278917145201
input/fig3ab_prs/sv//fold43.SV.0.05.sscore	SV	0.05	43	741.0171428571429	93.88406639430889	50.186605279584164	0.06138671932131668	0.0284312	0.100996	0.6095159967186218
input/fig3ab_prs/sv//fold43.SV.0.1.sscore	SV	0.1	43	1344.4457142857143	145.8423387748279	73.48562859018564	0.0471848101055953	0.0316962	0.104017	0.5995351380913317
input/fig3ab_prs/sv//fold44.SV.0.0001.sscore	SV	1e-4	44	13.92	-0.9855822942798321	4.087826336594959	0.8094762165058375	4.84413e-4	0.224885	0.5211238720262511
input/fig3ab_prs/sv//fold44.SV.0.001.sscore	SV	0.001	44	39.92	3.5388240219971765	7.613617087895668	0.642073295633617	0.00179982	0.225905	0.5518184304074378
input/fig3ab_prs/sv//fold44.SV.0.01.sscore	SV	0.01	44	191.6342857142857	12.027714770523506	21.09789063348491	0.5686160690326514	0.00271409	0.226614	0.5199617172545803
input/fig3ab_prs/sv//fold44.SV.0.05.sscore	SV	0.05	44	741.04	57.47464798926051	47.8089444691707	0.22929629891864528	0.0120872	0.233883	0.5399234345091605
input/fig3ab_prs/sv//fold44.SV.0.1.sscore	SV	0.1	44	1322.7314285714285	104.00084224099524	68.58650463835738	0.12943199531131178	0.0192476	0.239436	0.5553732567678425
input/fig3ab_prs/sv//fold45.SV.0.0001.sscore	SV	1e-4	45	11.862068965517242	6.360196040001686	3.302226739956229	0.05410031526606596	0.0305095	0.166324	0.5593784683684795
input/fig3ab_prs/sv//fold45.SV.0.001.sscore	SV	0.001	45	33.86206896551724	10.563039822457705	6.9392882665502835	0.12795698174715797	0.0190797	0.156495	0.5483490566037735
input/fig3ab_prs/sv//fold45.SV.0.01.sscore	SV	0.01	45	193.55172413793105	32.98544472585569	21.910295658087662	0.13220150273844178	0.0185104	0.156006	0.5899001109877914
input/fig3ab_prs/sv//fold45.SV.0.05.sscore	SV	0.05	45	756.816091954023	62.40662846705664	47.662366026164825	0.19041646282360222	0.0140417	0.152163	0.568118756936737
input/fig3ab_prs/sv//fold45.SV.0.1.sscore	SV	0.1	45	1400.5632183908046	142.31260752268403	80.79265333464127	0.07816145582837232	0.0255839	0.162088	0.5732519422863485
input/fig3ab_prs/sv//fold46.SV.0.0001.sscore	SV	1e-4	46	7.930635838150289	5.557616502139469	2.5462770786172206	0.029062033553611918	0.0383918	0.137547	0.5563725490196079
input/fig3ab_prs/sv//fold46.SV.0.001.sscore	SV	0.001	46	37.91907514450867	15.95572006821198	7.565804328828083	0.03495098545016906	0.0368487	0.136163	0.5781512605042016
input/fig3ab_prs/sv//fold46.SV.0.01.sscore	SV	0.01	46	201.56069364161849	50.98774235154415	19.86395430010136	0.010262772255712286	0.0557342	0.153102	0.6098039215686275
input/fig3ab_prs/sv//fold46.SV.0.05.sscore	SV	0.05	46	732.7976878612717	122.42259182986662	48.529830704384096	0.01164823546012881	0.0530038	0.150653	0.6312324929971989
input/fig3ab_prs/sv//fold46.SV.0.1.sscore	SV	0.1	46	1342.5317919075144	200.54712009762414	73.74304485085237	0.006537289524551786	0.0617392	0.158487	0.6257703081232493
input/fig3ab_prs/sv//fold47.SV.0.0001.sscore	SV	1e-4	47	9.89655172413793	2.50962310615791	2.5172280140385674	0.31877477312370667	0.00791049	0.0830335	0.5492063492063491
input/fig3ab_prs/sv//fold47.SV.0.001.sscore	SV	0.001	47	29.896551724137932	10.789457017443583	5.269680857587885	0.040613010260115136	0.0342197	0.107351	0.5970324361628709
input/fig3ab_prs/sv//fold47.SV.0.01.sscore	SV	0.01	47	211.48275862068965	30.307394277479442	19.116178788603644	0.11286830203756638	0.0202196	0.0944106	0.5889579020013803
input/fig3ab_prs/sv//fold47.SV.0.05.sscore	SV	0.05	47	750.9080459770115	98.92682168612646	47.23476642163542	0.03622751559620598	0.0356342	0.108658	0.5955831608005521
input/fig3ab_prs/sv//fold47.SV.0.1.sscore	SV	0.1	47	1380.551724137931	99.8911712659809	71.40643261551006	0.16183997926599708	0.0157364	0.0902668	0.5827467218771566
input/fig3ab_prs/sv//fold48.SV.0.0001.sscore	SV	1e-4	48	9.895348837209303	11.08760938798845	3.653221923360211	0.0024051803708862863	0.0855803	0.336141	0.6300197963800905
input/fig3ab_prs/sv//fold48.SV.0.001.sscore	SV	0.001	48	29.88372093023256	27.34902126654709	8.177467955766296	8.244993966510556e-4	0.105976	0.350949	0.6432409502262444
input/fig3ab_prs/sv//fold48.SV.0.01.sscore	SV	0.01	48	169.54651162790697	59.62414063331914	21.29110325865743	0.005103534456697122	0.0736519	0.327482	0.5995475113122172
input/fig3ab_prs/sv//fold48.SV.0.05.sscore	SV	0.05	48	712.8604651162791	216.65228798592395	58.35442390484793	2.0506242400493462e-4	0.131477	0.369462	0.6511595022624435
input/fig3ab_prs/sv//fold48.SV.0.1.sscore	SV	0.1	48	1398.6046511627908	401.2297258494603	101.53309617514742	7.759354218104436e-5	0.15164	0.3841	0.6682692307692307
input/fig3ab_prs/sv//fold49.SV.0.0001.sscore	SV	1e-4	49	5.930232558139535	2.736414943311258	1.984333707038719	0.16789183882537934	0.0155061	0.136526	0.5559954751131222
input/fig3ab_prs/sv//fold49.SV.0.001.sscore	SV	0.001	49	39.93023255813954	13.326024170701148	7.584939480742372	0.07893386678094917	0.0257221	0.145486	0.568156108597285
input/fig3ab_prs/sv//fold49.SV.0.01.sscore	SV	0.01	49	191.67441860465115	14.153678263462025	21.238125802031053	0.5051376738614024	0.00363766	0.126116	0.5230486425339367
input/fig3ab_prs/sv//fold49.SV.0.05.sscore	SV	0.05	49	753.2441860465116	75.26776749346736	47.922790964898866	0.11627446475967057	0.0202931	0.140724	0.567024886877828
input/fig3ab_prs/sv//fold49.SV.0.1.sscore	SV	0.1	49	1444.906976744186	69.66804754435053	71.25087265123264	0.3281805808870477	0.00782991	0.129793	0.533512443438914
input/fig3ab_prs/sv//fold5.SV.0.0001.sscore	SV	1e-4	5	7.976878612716763	7.19702648648072	2.770764332311199	0.009390846240152935	0.0552518	0.153014	0.5923669467787115
input/fig3ab_prs/sv//fold5.SV.0.001.sscore	SV	0.001	5	33.96531791907515	11.686687296247976	6.343050849527415	0.06541089165966502	0.027903	0.128495	0.5719887955182072
input/fig3ab_prs/sv//fold5.SV.0.01.sscore	SV	0.01	5	193.7456647398844	47.568962521465224	18.247383522534644	0.009136810944105171	0.0574944	0.155025	0.615546218487395
input/fig3ab_prs/sv//fold5.SV.0.05.sscore	SV	0.05	5	723.1329479768787	104.49868067691958	46.701345971188566	0.02524750246136358	0.0419731	0.14111	0.5767507002801121
input/fig3ab_prs/sv//fold5.SV.0.1.sscore	SV	0.1	5	1360.8901734104047	226.1285379230016	79.9883464573486	0.004698360852433407	0.0685818	0.164965	0.5948179271708683
input/fig3ab_prs/sv//fold50.SV.0.0001.sscore	SV	1e-4	50	3.9314285714285715	5.026839326205763	1.796659621544337	0.0051439103975029305	0.0661348	0.196268	0.624145474432595
input/fig3ab_prs/sv//fold50.SV.0.001.sscore	SV	0.001	50	27.92	12.305552517208966	5.693930039494183	0.03068218638577564	0.0382052	0.172231	0.5674049767569046
input/fig3ab_prs/sv//fold50.SV.0.01.sscore	SV	0.01	50	183.6	73.86581722845504	22.525079957337812	0.0010407603668117131	0.096022	0.221991	0.6215477167076838
input/fig3ab_prs/sv//fold50.SV.0.05.sscore	SV	0.05	50	762.9714285714285	197.73095612384208	57.308346076991306	5.599650055729623e-4	0.105646	0.230273	0.6583264971287941
input/fig3ab_prs/sv//fold50.SV.0.1.sscore	SV	0.1	50	1370.7428571428572	183.45416167735573	76.68022197961521	0.016735972492226116	0.0481081	0.180754	0.6071916871752803
input/fig3ab_prs/sv//fold51.SV.0.0001.sscore	SV	1e-4	51	5.965714285714285	3.694210828354633	1.7952758039096288	0.039615098659183536	0.0340832	0.15119	0.5620727372162976
input/fig3ab_prs/sv//fold51.SV.0.001.sscore	SV	0.001	51	29.954285714285714	8.336826762542394	5.613616219471747	0.1375151980694504	0.0178535	0.136928	0.5584495488105004
input/fig3ab_prs/sv//fold51.SV.0.01.sscore	SV	0.01	51	193.70285714285714	47.333728971125154	21.575258901616944	0.028243371070822924	0.0403883	0.156731	0.6026797921793821
input/fig3ab_prs/sv//fold51.SV.0.05.sscore	SV	0.05	51	780.9257142857143	116.08060791871935	51.586846154683045	0.024436391660772144	0.0415906	0.157787	0.603363412633306
input/fig3ab_prs/sv//fold51.SV.0.1.sscore	SV	0.1	51	1394.5485714285714	130.99455436367185	78.97833875369066	0.09719366010623823	0.0224316	0.140951	0.5686354935739677
input/fig3ab_prs/sv//fold52.SV.0.0001.sscore	SV	1e-4	52	7.919540229885057	1.8336078799177762	2.361139576198344	0.43740807781197877	0.00474805	0.0648129	0.5461007591442374
input/fig3ab_prs/sv//fold52.SV.0.001.sscore	SV	0.001	52	41.91954022988506	1.699988104541011	7.740772102458874	0.8261711653301802	3.81267e-4	0.0607097	0.5044858523119392
input/fig3ab_prs/sv//fold52.SV.0.01.sscore	SV	0.01	52	157.4367816091954	32.48126291815825	18.43365686922073	0.07805867035501472	0.0252072	0.0840373	0.577639751552795
input/fig3ab_prs/sv//fold52.SV.0.05.sscore	SV	0.05	52	754.6896551724138	67.46728735851491	45.44021377083358	0.13761046978260355	0.0177924	0.0770701	0.5665976535541754
input/fig3ab_prs/sv//fold52.SV.0.1.sscore	SV	0.1	52	1338.5402298850574	82.89320415992842	67.5972062117069	0.22009275663749567	0.0120162	0.0716424	0.5438233264320221
input/fig3ab_prs/sv//fold53.SV.0.0001.sscore	SV	1e-4	53	11.827586206896552	5.2233564052291275	3.2078651091554558	0.10346197342793537	0.0212622	0.0819473	0.5598343685300208
input/fig3ab_prs/sv//fold53.SV.0.001.sscore	SV	0.001	53	27.82758620689655	7.200589222255709	5.535134696854638	0.1932968611940614	0.0133972	0.0745699	0.5532091097308488
input/fig3ab_prs/sv//fold53.SV.0.01.sscore	SV	0.01	53	187.632183908046	43.687772639204155	19.227086210888174	0.023074472999854864	0.0418821	0.101289	0.6069013112491374
input/fig3ab_prs/sv//fold53.SV.0.05.sscore	SV	0.05	53	685.1149425287356	141.978133582495	45.03603468727242	0.0016185377870677965	0.084352	0.141125	0.6420979986197377
input/fig3ab_prs/sv//fold53.SV.0.1.sscore	SV	0.1	53	1322.7586206896551	172.44142921583494	69.2588793558724	0.012781151179567815	0.0513318	0.110152	0.62236024844720494
input/fig3ab_prs/sv//fold54.SV.0.0001.sscore	SV	1e-4	54	7.931034482758621	5.347381312754207	2.779626284226498	0.0543825326096118	0.0306909	0.172875	0.5647197558268591
input/fig3ab_prs/sv//fold54.SV.0.001.sscore	SV	0.001	54	37.93103448275862	17.808524094355466	7.844337566818909	0.02319306255640064	0.0438973	0.184144	0.5903163152053275
input/fig3ab_prs/sv//fold54.SV.0.01.sscore	SV	0.01	54	205.79310344827587	11.070490507908811	21.789844367373142	0.6114131269176231	0.00210302	0.148481	0.5342674805771365
input/fig3ab_prs/sv//fold54.SV.0.05.sscore	SV	0.05	54	715.1954022988506	80.2718562390262	47.47089651591233	0.09084255521306871	0.0234998	0.166739	0.5908712541620422
input/fig3ab_prs/sv//fold54.SV.0.1.sscore	SV	0.1	54	1346.9310344827586	180.18056176463884	72.91482114097929	0.013469428646002235	0.0511114	0.1903	0.6162597114317425
input/fig3ab_prs/sv//fold55.SV.0.0001.sscore	SV	1e-4	55	5.919540229885057	7.605980770972956	2.3457198488334026	0.0011848875595733455	0.0895302	0.287864	0.648515538290788
input/fig3ab_prs/sv//fold55.SV.0.001.sscore	SV	0.001	55	33.91954022988506	21.21344795580965	7.029805297764893	0.0025474819467219785	0.080256	0.28061	0.6372780244173141
input/fig3ab_prs/sv//fold55.SV.0.01.sscore	SV	0.01	55	187.82758620689654	70.60522982742313	23.527888925513178	0.002691683741341204	0.0812954	0.281423	0.6091842397336293
input/fig3ab_prs/sv//fold55.SV.0.05.sscore	SV	0.05	55	753	198.82054898360317	63.33596332400048	0.0016944362301439019	0.0906157	0.288713	0.642896781354051
input/fig3ab_prs/sv//fold55.SV.0.1.sscore	SV	0.1	55	1396.551724137931	183.74509592175025	87.36708230295352	0.03545364286355836	0.0384612	0.24792	0.597669256381798
input/fig3ab_prs/sv//fold56.SV.0.0001.sscore	SV	1e-4	56	9.874285714285714	7.70016191208729	3.0274252187657416	0.010975782506520272	0.0530753	0.131541	0.604388843314192
input/fig3ab_prs/sv//fold56.SV.0.001.sscore	SV	0.001	56	33.87428571428571	18.580037445746324	6.821954103496919	0.006458144806594	0.0615104	0.139277	0.60322668854252115
input/fig3ab_prs/sv//fold56.SV.0.01.sscore	SV	0.01	56	195.46285714285713	38.506303393761584	20.13999684405566	0.055884923285813216	0.0295743	0.109987	0.5801203171998907
input/fig3ab_prs/sv//fold56.SV.0.05.sscore	SV	0.05	56	736.8342857142857	95.90455897454602	47.771911731039495	0.04469100414046777	0.0325484	0.112715	0.578479628110473
input/fig3ab_prs/sv//fold56.SV.0.1.sscore	SV	0.1	56	1414.6742857142858	86.70625501103193	79.14424705780942	0.2732769969414359	0.00953845	0.0916114	0.5177741318020235
input/fig3ab_prs/sv//fold57.SV.0.0001.sscore	SV	1e-4	57	13.918604651162791	2.985529016633381	3.824761116286979	0.4350500224297582	0.00500379	0.153106	0.568946109469537
input/fig3ab_prs/sv//fold57.SV.0.001.sscore	SV	0.001	57	27.906976744186046	9.919472616972605	6.179686202328197	0.10845548212886764	0.0214519	0.167106	0.6067257633319263
input/fig3ab_prs/sv//fold57.SV.0.01.sscore	SV	0.01	57	195.62790697674419	23.893518995791176	19.24440637742785	0.21439062618903026	0.0127557	0.159705	0.5860419304910651
input/fig3ab_prs/sv//fold57.SV.0.05.sscore	SV	0.05	57	705	90.37052904130097	49.278353653028205	0.06667198422293401	0.0281377	0.172797	0.6245954692556634
input/fig3ab_prs/sv//fold57.SV.0.1.sscore	SV	0.1	57	1370.5813953488373	173.50373306417276	75.66474210679722	0.02184459686518981	0.0440291	0.186323	0.6099620092866188
input/fig3ab_prs/sv//fold58.SV.0.0001.sscore	SV	1e-4	58	9.906976744186046	2.775769656283179	2.724689376903938	0.3083230012111115	0.00860689	0.165356	0.5034115138592751
input/fig3ab_prs/sv//fold58.SV.0.001.sscore	SV	0.001	58	29.906976744186046	8.88713193227922	6.075499875565982	0.14352703665434444	0.0179886	0.173254	0.5420753375977256
input/fig3ab_prs/sv//fold58.SV.0.01.sscore	SV	0.01	58	195.5	49.2820321149033	21.714115435127635	0.02323277056955616	0.0434296	0.194673	0.5818052594171997
input/fig3ab_prs/sv//fold58.SV.0.05.sscore	SV	0.05	58	744.953488372093	107.54078264633624	48.70601061702233	0.027247262839536025	0.0408719	0.192519	0.6014214641080312
input/fig3ab_prs/sv//fold58.SV.0.1.sscore	SV	0.1	58	1368.6744186046512	135.97852363407083	72.41669864264132	0.06041902512964515	0.0296403	0.183064	0.5882018479033404
input/fig3ab_prs/sv//fold59.SV.0.0001.sscore	SV	1e-4	59	5.930635838150289	0.5384184807662027	2.2862191290149423	0.8138159686507238	4.67405e-4	0.223184	0.5211484593837535
input/fig3ab_prs/sv//fold59.SV.0.001.sscore	SV	0.001	59	29.884393063583815	11.74120276136631	6.168466433727878	0.05698533255893211	0.0313757	0.247206	0.6032913165266106
input/fig3ab_prs/sv//fold59.SV.0.01.sscore	SV	0.01	59	185.31791907514452	32.78615617535572	19.20753615158276	0.08783277521880484	0.0249898	0.24224300000000001	0.6242296918767507
input/fig3ab_prs/sv//fold59.SV.0.05.sscore	SV	0.05	59	762.6011560693642	59.77963356351675	45.386088663371666	0.18779317261172676	0.0146362	0.234196	0.5831932773109244
input/fig3ab_prs/sv//fold59.SV.0.1.sscore	SV	0.1	59	1318.5086705202311	119.99964370259246	73.66689372384438	0.10332372718421654	0.0226657	0.240437	0.603501400560224
input/fig3ab_prs/sv//fold6.SV.0.0001.sscore	SV	1e-4	6	9.885714285714286	5.499435510337953	3.002371208087706	0.0669965175118528	0.0273186	0.15009	0.5836751435602954
input/fig3ab_prs/sv//fold6.SV.0.001.sscore	SV	0.001	6	31.885714285714286	15.911773411060246	6.366992494966697	0.012450793129091586	0.0512654	0.171014	0.6193601312551271
input/fig3ab_prs/sv//fold6.SV.0.01.sscore	SV	0.01	6	207.56571428571428	46.81766934971208	21.3867455794998	0.028589760774047155	0.0398425	0.161033	0.6015859994531036
input/fig3ab_prs/sv//fold6.SV.0.05.sscore	SV	0.05	6	723.1542857142857	153.96025284133398	52.87830740459285	0.003595877273439473	0.0722151	0.189319	0.6454744325950232
input/fig3ab_prs/sv//fold6.SV.0.1.sscore	SV	0.1	6	1372.7542857142857	219.51115392054518	82.13051435387847	0.007524097223747641	0.060073	0.17871	0.6331692644243916
input/fig3ab_prs/sv//fold60.SV.0.0001.sscore	SV	1e-4	60	7.92	4.767024971076283	2.830005941901158	0.09209327020031609	0.0242703	0.256464	0.605072463768116
input/fig3ab_prs/sv//fold60.SV.0.001.sscore	SV	0.001	60	39.92	19.65791279134404	9.010473115952292	0.02913361861396203	0.0417178	0.269759	0.5936560021875854
input/fig3ab_prs/sv//fold60.SV.0.01.sscore	SV	0.01	60	179.6457142857143	34.40775782608113	21.00907421533133	0.10147240015752733	0.0228696	0.255396	0.5634399781241455
input/fig3ab_prs/sv//fold60.SV.0.05.sscore	SV	0.05	60	739.2457142857143	116.47542571463813	53.834988179489706	0.03049785069975287	0.0411286	0.26931	0.566447908121411
input/fig3ab_prs/sv//fold60.SV.0.1.sscore	SV	0.1	60	1392.902857142857	177.45148900673033	82.48190898391357	0.03144472723123021	0.0402173	0.268616	0.5936560021875854
input/fig3ab_prs/sv//fold61.SV.0.0001.sscore	SV	1e-4	61	11.874285714285714	8.448251722510596	3.2906475203311962	0.010247841478784658	0.0545987	0.160332	0.5816926442439159
input/fig3ab_prs/sv//fold61.SV.0.001.sscore	SV	0.001	61	31.874285714285715	15.858505540540127	6.276997668768702	0.011522258372012891	0.0529081	0.158831	0.6121821164889254
input/fig3ab_prs/sv//fold61.SV.0.01.sscore	SV	0.01	61	183.53142857142856	48.504598938582845	19.290533319673184	0.011922666405486363	0.0522246	0.158224	0.6190866830735575
input/fig3ab_prs/sv//fold61.SV.0.05.sscore	SV	0.05	61	752.7085714285714	170.69732737285895	50.38966127898809	7.052072785934972e-4	0.100859	0.201418	0.6544982225868198
input/fig3ab_prs/sv//fold61.SV.0.1.sscore	SV	0.1	61	1360.56	236.7049146452055	75.27928978975405	0.0016645259717138622	0.0849354	0.187276	0.6405523653267706
input/fig3ab_prs/sv//fold62.SV.0.0001.sscore	SV	1e-4	62	7.908571428571428	6.302471654734739	2.8425100053298795	0.02660802259319845	0.0433322	0.241283	0.611771944216571
input/fig3ab_prs/sv//fold62.SV.0.001.sscore	SV	0.001	62	29.908571428571427	18.24236396529912	7.39484738658205	0.013628764365950017	0.0530432	0.248984	0.6400738310090238
input/fig3ab_prs/sv//fold62.SV.0.01.sscore	SV	0.01	62	189.74857142857144	63.808791097390404	22.0888272557419	0.0038679362582989406	0.0713712	0.26352	0.6285206453377086
input/fig3ab_prs/sv//fold62.SV.0.05.sscore	SV	0.05	62	757.0742857142857	129.3918339207241	50.60993294479395	0.010568580161031401	0.0556828	0.251078	0.6266065080667214
input/fig3ab_prs/sv//fold62.SV.0.1.sscore	SV	0.1	62	1344.8342857142857	145.8732555942909	73.33166292849104	0.046676255696043265	0.0334542	0.233449	0.595296691277003
input/fig3ab_prs/sv//fold63.SV.0.0001.sscore	SV	1e-4	63	11.897142857142857	4.26832170698875	2.7111713501154906	0.1154074859958581	0.0198775	0.121162	0.5382143833743506
input/fig3ab_prs/sv//fold63.SV.0.001.sscore	SV	0.001	63	29.885714285714286	10.767224834017721	5.344660571959291	0.04394909588376089	0.0326298	0.132597	0.5507246376811594
input/fig3ab_prs/sv//fold63.SV.0.01.sscore	SV	0.01	63	189.36	42.61604817800759	17.60535154242037	0.015493623586681488	0.0486816	0.14699	0.5854525567404977
