Gene	Symbol	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSG00000254485	NA	13.91664160792806	0.001378673592227603	0.04417414318958772	0.6068520708843	0.9263347814603945
ENSG00000134077	THUMPD3	2803.1283139671586	0.007092595309600153	0.03900868343093913	0.7130530228432408	0.949429658159128
ENSG00000156959	LHFPL4	3896.6903706055796	-0.024782005254037193	0.04419424200824573	0.25254747559038637	0.7495817194643923
ENSG00000068028	RASSF1	945.8596683426092	-0.08639240852104453	0.057967008260929195	0.015045131623061102	0.25023904117236595
ENSG00000214706	IFRD2	2460.392095341863	-0.017354222973197816	0.039984395872694395	0.40483666313610395	0.8494264328514188
ENSG00000152601	MBNL1	1893.8057415990284	-0.008780740582896464	0.037610894589609443	0.6740838539381053	0.9427334259964111
ENSG00000171148	TADA3	2220.8110464132637	-0.0320620251689866	0.04112987372370657	0.20294062841859647	0.7073862838032667
ENSG00000150995	ITPR1	1869.8666499642218	0.15374622669406876	0.09733108827733862	0.004991896104916082	0.1384704437636055
ENSG00000145012	LPP	1644.726076197401	0.027508584854648212	0.0517352254824001	0.11409490180692293	0.5937898681326054
ENSG00000145041	DCAF1	3784.604279165362	0.0292389885300403	0.03038850659425334	0.1948560311670061	0.6989380250948546
ENSG00000144857	BOC	323.99207625218855	0.014596756878947058	0.044843196970749725	0.31009822741187076	0.7958637412866642
ENSG00000177311	ZBTB38	358.1899504705042	0.013792119764505355	0.04396032926477914	0.3703849298196831	0.832775395453817
ENSG00000164080	RAD54L2	5165.299748025667	0.02661201343602544	0.0353190099344581	0.27451850799566774	0.767558211730851
ENSG00000163946	TASOR	2261.9843490432936	0.020466575003551233	0.046398908676938924	0.23773130738462778	0.7390188159515761
ENSG00000131389	SLC6A6	3572.9550221967625	0.02530246226039233	0.03247990077315667	0.2800039554780543	0.7719949296016746
ENSG00000206560	ANKRD28	3683.8680598974893	-0.036016713250733606	0.03369434089811497	0.14193856300486576	0.6367995357485705
ENSG00000163539	CLASP2	7859.541369600016	-0.0106854755568048	0.03752749938479589	0.6076360597195958	0.9263347814603945
ENSG00000181789	COPG1	5401.8723766305375	-3.721404845583675e-5	0.032989670192397555	0.9505081219290542	0.9946687504425656
ENSG00000183624	HMCES	1905.6433406248402	-0.041620887747865404	0.042421610950325976	0.10646555466928999	0.5798764401744327
ENSG00000206417	H1-10-AS1	119.4040063971197	-0.016726332006821453	0.046538396164690236	0.20592984334315112	0.7109671385998144
ENSG00000129071	MBD4	1741.6413012426115	0.022835618896647068	0.03658286863964217	0.33025733766755405	0.8112876108922052
ENSG00000004399	PLXND1	3286.627573789024	-0.028002976375668984	0.0432877285999369	0.2325109207566973	0.7344357309081287
ENSG00000182923	CEP63	1237.4774415708948	-0.007222889339632796	0.03522068930724336	0.73062342891944	0.9534712918161159
ENSG00000088727	KIF9	174.4891407166606	-0.020812274826383998	0.047362250291582544	0.2054001666032482	0.7098345102617711
ENSG00000160799	CCDC12	1476.1637120511452	-0.022542524981565913	0.04380187127451269	0.28654576248563	0.7788290293165789
ENSG00000179152	TCAIM	1056.312068387314	0.029289856889859564	0.04963475669749662	0.15735201030662077	0.6543201772534781
ENSG00000136527	TRA2B	17209.55312490307	-0.05301258951906974	0.02906767714947557	0.024532939733669185	0.32156040775859346
ENSG00000118855	MFSD1	1558.799232197443	0.1097385044982786	0.05133914472406385	0.0030173450442405616	0.10217791951650014
ENSG00000240207	NA	73.5997309288635	0.005830003705974364	0.04396396654218077	0.4799911386677392	0.8839731924493084
ENSG00000151967	SCHIP1	1674.4314504916565	0.008072138019387819	0.03698577995012418	0.6787036484692244	0.9435603312100267
ENSG00000114861	FOXP1	727.1259773061773	0.02224837141294287	0.044861660596645175	0.2629613787231704	0.7602752746367938
ENSG00000175110	MRPS22	1377.1246163898004	0.009004556998015435	0.0347302884131742	0.6756883594611568	0.9431641264663043
ENSG00000144895	EIF2A	4331.043774434643	0.05212593872527244	0.04618669947153873	0.06465037333125315	0.4851377132722102
ENSG00000136059	VILL	638.1020007589445	0.013237864028703847	0.04218986743089067	0.454368042524522	0.8741032765237271
ENSG00000261167	NA	335.942478412086	0.0032439324091140444	0.04045790768467804	0.8486814880098725	0.9770714964146837
ENSG00000114686	MRPL3	5486.060740352709	0.06269258609465356	0.04941037563101234	0.03890121465822229	0.4022910235434127
ENSG00000241634	NA	98.47501548738809	-0.008280686394530367	0.04314016115690296	0.5255782841532366	0.8997053081514044
ENSG00000145198	VWA5B2	1134.283985718331	-0.026248102995271316	0.04097802855681664	0.25986087680483866	0.757945772287335
ENSG00000073111	MCM2	13995.168550202872	0.003101411671415824	0.03371167504208624	0.9122506487795555	0.9865182662345616
ENSG00000114631	PODXL2	6620.23597273502	0.014599171211396738	0.032412814636820775	0.5743859247711485	0.9154060752176365
ENSG00000114626	ABTB1	209.3040266566452	-0.01764445705800285	0.047491582162939104	0.1492499655057726	0.6468714541494539
ENSG00000074416	MGLL	190.0332701696119	-0.01625848186749616	0.04608005098940089	0.2341809031000467	0.7364233409298164
ENSG00000173226	IQCB1	1543.016853849919	-0.022150303424005	0.039016935469049545	0.35421250167289975	0.8238934134902475
ENSG00000145088	EAF2	70.65056542658581	-0.005197215674774207	0.04337440821492818	0.6127778879119492	0.9274417459778589
ENSG00000065534	MYLK	787.3117248092245	-0.0477463059029348	0.06895128652411175	0.04914053419567617	0.44573521984737396
ENSG00000091527	CDV3	9297.36576887193	0.02061057987548549	0.03682205845956024	0.3698062242993575	0.8323521814336731
ENSG00000163781	TOPBP1	7319.2670552940435	-0.003766177339456533	0.03283944316662074	0.8634171094619107	0.9788978875121687
ENSG00000168779	SHOX2	140.28450024656541	-0.006866924691512602	0.04337898242035254	0.5465330007983464	0.9088911831250793
ENSG00000169855	ROBO1	4520.56212671357	0.02732868995991224	0.041119620996895145	0.26500906672451213	0.761875468917955
ENSG00000196220	SRGAP3	291.46714646905025	0.016916048772521314	0.046064901218737006	0.2415797095121226	0.7407363750258144
ENSG00000185219	ZNF445	5967.0282597677615	0.007017067466136849	0.026590508017508226	0.6764999236985736	0.9431997911973504
ENSG00000114857	NKTR	8008.261685987039	0.0036350826966540556	0.037582269816411155	0.8176337272261642	0.972191798965849
ENSG00000198843	SELENOT	2604.281315905244	0.022050309878530846	0.038248052588494515	0.3734607611305123	0.8351156258242404
ENSG00000155903	RASA2	680.2081558513272	-0.008261431620087262	0.04147330557695985	0.5907918340151067	0.9229567036094576
ENSG00000113811	SELENOK	1783.8700235232102	-0.02661328150456623	0.0406260209338671	0.2582429488236593	0.7553308021126632
ENSG00000114650	SCAP	4658.660134976661	-0.03853863940352785	0.047060886680955594	0.09659462280659502	0.5645706730536304
ENSG00000164054	SHISA5	2382.195419481524	-0.02426371450299374	0.040266515337913714	0.2684522389437336	0.7630265670972872
ENSG00000154781	CCDC174	1272.788925190877	-0.14689411815899286	0.08023472693387214	0.0035788100449753095	0.11204452846475092
ENSG00000010318	PHF7	97.463977838757	-0.007567693283971035	0.04345525256404725	0.522330195243065	0.8982792605867914
ENSG00000178252	WDR6	11628.701054196996	-0.0059528082221004626	0.03917656260582853	0.7704801919549985	0.9643680398670835
ENSG00000163931	TKT	15800.278236063508	-0.03001165418894423	0.04305084327284602	0.21707753401767668	0.7184460836751917
ENSG00000248487	ABHD14A	574.234617863932	0.0026216776922936267	0.03845129861621548	0.8915866356313797	0.9831721558609209
ENSG00000163507	CIP2A	2951.399917142515	0.05617480984074831	0.055549383287814696	0.05841292801960875	0.4694632840781248
ENSG00000113851	CRBN	1476.8371313632956	-0.01576875137755912	0.03548740837743791	0.5357251965730713	0.9032958246721821
ENSG00000213300	HNRNPA3P6	46.359787328035644	0.0014015316808198837	0.04323000039588629	0.8802803169433032	0.9809857863211909
ENSG00000163882	POLR2H	2403.2899847899525	-0.004423702028976956	0.030191019263217402	0.837532627817766	0.9766367620864747
ENSG00000182973	CNOT10	2164.846555850532	0.004655257200245897	0.03324099800719739	0.8309627818595307	0.9749583995913752
ENSG00000173531	MST1	289.7692358471158	0.008786665781262342	0.04323011591809646	0.5035494003666674	0.891697420782162
ENSG00000144741	SLC25A26	764.1162493978607	-0.013400006877566758	0.036151052047905675	0.5404571366809114	0.9063423861681383
ENSG00000144893	MED12L	628.358091032645	0.033129015907287326	0.055654436935988885	0.09758510109376302	0.5667018999621563
ENSG00000181555	SETD2	6499.006324510094	0.008388720122906992	0.02714030680097197	0.6962097928506954	0.9454385830222064
ENSG00000161204	ABCF3	2149.5009650845222	-0.006525417584831263	0.03554603423749559	0.7865346871397081	0.9684023483518192
ENSG00000168137	SETD5	12816.412632722	-0.03484109114918788	0.028686817571956437	0.1243711786826162	0.6104541540798584
ENSG00000114770	ABCC5	4938.085301959168	0.031138624991495344	0.030796993444368828	0.1912478123575065	0.695425595246575
ENSG00000161202	DVL3	8554.894214282851	0.03255286425074706	0.03827803805296216	0.19362521229114152	0.6975918863851579
ENSG00000161203	AP2M1	11620.519532186418	0.01968414647222326	0.03536927816619079	0.3981171345050931	0.8460883698321351
ENSG00000277925	Telomerase-vert	17.61951356480584	0.0015637327622111813	0.04391142126047664	0.7582590156382131	0.9616613745104786
ENSG00000184378	ACTRT3	56.379875036564385	3.6039969005129444e-4	0.043006550932319705	0.9699993520211654	0.9971834366429643
ENSG00000085274	MYNN	1404.4524093837254	0.039027140395760614	0.04745092002359519	0.13628987121370567	0.6282967377287736
ENSG00000171757	LRRC34	378.0915111527843	0.029101551244843104	0.05301808217259582	0.1100847523086137	0.5849168135609984
ENSG00000008952	SEC62	5086.553527766291	0.061661356331974726	0.049194600991695724	0.043353080701484144	0.42062019603978257
ENSG00000164081	TEX264	649.1431753951885	0.014170377861301094	0.04035420226536466	0.47907859254042223	0.8839731924493084
ENSG00000164082	GRM2	1014.5159030108389	-0.017993266608383532	0.03670858079365115	0.4304391737132188	0.8620029822312438
ENSG00000114503	NCBP2	7365.348750853418	0.06027372258521654	0.046187268195051305	0.04188676049070891	0.4152463533193968
ENSG00000270170	NCBP2AS2	1291.8231722028313	-0.0013325232415942255	0.035021219201924525	0.9514755043309904	0.9952259453918538
ENSG00000119227	PIGZ	131.95329595231902	0.05087551977601356	0.0888094007195442	0.0184046688377324	0.2800702113729331
ENSG00000163602	RYBP	2884.3091620655036	0.009992967259305716	0.04112109310723913	0.5515729873986908	0.910526794126601
ENSG00000196428	TSC22D2	7961.744307919707	-0.03922924329394024	0.03896350484953934	0.12398579164377885	0.6097589051304722
ENSG00000163788	SNRK	1676.8046413076186	0.01552588362116887	0.0339642914775031	0.49422285500091184	0.8888600866226785
ENSG00000234617	SNRK-AS1	64.09759251783795	0.004106157081394138	0.04308950012294214	0.7017235724438866	0.9470114341117896
ENSG00000197548	ATG7	857.0482984545267	0.1138888724405969	0.06320935077837861	0.005489475015409254	0.14535131754437267
ENSG00000144560	VGLL4	3245.301595069717	0.04347880682356177	0.03202501701328012	0.07430192077766704	0.5101438604253831
ENSG00000174173	TRMT10C	2578.8283740094507	0.02276374103040889	0.04687091878824319	0.22002447258001903	0.7224671511621044
ENSG00000133657	ATP13A3	9148.33178504097	0.03312326478777669	0.05294838958035667	0.11764514617614669	0.5995277360931457
ENSG00000185614	INKA1	29.445235357758232	-0.01580112955712515	0.04779353087240563	0.04285797553712997	0.4198952802078351
ENSG00000182179	UBA7	36.65287443248015	-0.001993420820347226	0.0437746634448141	0.7633314866916595	0.9632245039104543
ENSG00000183763	TRAIP	1181.349545889253	-0.0017183946624969985	0.03714189165363434	0.8255467295011417	0.9739388767004957
ENSG00000164076	CAMKV	10410.294318845381	-0.01138914225242408	0.03405266107453515	0.6295985860106879	0.9328631207826714
ENSG00000164077	MON1A	813.392326338518	-0.08206770378327598	0.05936307802495696	0.019048069888749596	0.28597633174212406
ENSG00000004534	RBM6	7730.6037309934145	-0.005584399184659532	0.029541988447759203	0.7966638861722025	0.9703760600807784
ENSG00000003756	RBM5	6040.615850387233	-0.044424672783644745	0.044020878727113945	0.09951290212542242	0.5695116162947906
ENSG00000281691	RBM5-AS1	68.21726638692154	-0.012620849751765523	0.04609623030869024	0.12689506792356323	0.6162727656227359
ENSG00000235016	SEMA3F-AS1	129.72089683741814	-0.05181419788783749	0.09084437681934823	0.017031585993694788	0.26814160737965104
ENSG00000160124	MIX23	761.8030615182156	0.028940405320346193	0.05172433752816856	0.13401792681687788	0.6252185846445599
ENSG00000114023	FAM162A	1073.0656148521753	0.004911892481506655	0.035542564840398486	0.8102348696415406	0.9705779965231048
ENSG00000196981	WDR5B	741.9199025425048	0.0037053829645800986	0.038496767382610105	0.7815698127857349	0.9677749497150461
ENSG00000114030	KPNA1	4759.16705899683	0.11245055300137552	0.04723279692621082	0.0017305278648509005	0.07613799787257905
ENSG00000138496	PARP9	1012.7515518408144	0.10912783969106435	0.061881910852818904	0.00618252968398123	0.1532641432156531
ENSG00000163840	DTX3L	604.5845241236098	0.02031230572541009	0.04356130938887518	0.31300645372692526	0.7970571867897865
ENSG00000125037	EMC3	1684.912733432819	0.011628822824821328	0.03344836730133882	0.6031026033328171	0.9257330360174323
ENSG00000144867	SRPRB	2962.155139341089	-0.012106247783497023	0.03474744048511278	0.5972326170395612	0.9241543745261542
ENSG00000239445	ST3GAL6-AS1	104.54526141972116	0.00306774919194222	0.043113887366253156	0.7673309182934578	0.9641848945472762
ENSG00000057019	DCBLD2	3674.206494770941	0.04260165210652412	0.04824258740790339	0.10733023760725091	0.5812756601987338
ENSG00000064225	ST3GAL6	908.7562426148727	-0.2687739203788704	0.07581186243328099	1.8602772574779246e-5	0.0023974528938629216
ENSG00000163820	FYCO1	648.2994209824809	-0.08309446770985211	0.07231815796191098	0.022543243426736474	0.31177327067764793
ENSG00000244119	PDCL3P4	109.9590073082381	-0.021894690678805628	0.048536752172486465	0.1658159834130477	0.6653573531490968
ENSG00000158234	FAIM	695.3751383989364	0.06629686807910037	0.08360582164891138	0.03372794330916523	0.37679781765636466
ENSG00000151276	MAGI1	4141.810405666547	-0.022136012996276818	0.03329971383644874	0.3354557240796779	0.8152940103091371
ENSG00000144559	TAMM41	463.88186855166043	-0.008561517313982157	0.03735143634646113	0.6681199437641843	0.9414472163291407
ENSG00000033867	SLC4A7	3057.5541889148676	0.017745785267737294	0.044006276725440996	0.3379698032289931	0.816916797410495
ENSG00000163689	CFAP20DC	120.34797947719463	6.10091914798646e-4	0.042812176127613816	0.9551705666460781	0.9954788598505707
ENSG00000163673	DCLK3	1357.351536968381	-0.1489235414225571	0.04167006074829695	2.770537677665639e-5	0.0032802715609629835
ENSG00000170364	SETMAR	1350.1316905311764	0.06753456110716251	0.05277188064721011	0.032063598196803274	0.3682430131713544
ENSG00000145022	TCTA	655.2533506677524	0.015385288311117434	0.039706692199427254	0.4395783718154443	0.8666429094544158
ENSG00000070087	PFN2	16418.478937304408	0.02708571828175306	0.03300420632783684	0.25478950187110616	0.752358054067587
ENSG00000171121	KCNMB3	139.85318311321467	-0.22737326833386573	0.16431372704140393	0.004075778752895617	0.12148827240790831
ENSG00000288979	NA	34.45913983869549	0.0014272706032286743	0.043501173692394056	0.8590985519970992	0.9773485985197358
ENSG00000289043	NA	22.01456024007426	0.006243764310006823	0.044455601850284236	0.3061909275597681	0.7930788289800511
ENSG00000239213	NCK1-DT	111.32407383950847	-0.023955780385177435	0.05097401496302641	0.10032690224254526	0.5711730560430752
ENSG00000272758	WDR5B-DT	363.07070572727116	0.03974544116008817	0.06930380590855936	0.022975254367847208	0.31381084542556625
ENSG00000289507	NA	60.82001318945869	0.0049276646974188995	0.04346962263657478	0.6192775864392939	0.929927366538691
ENSG00000289138	NA	94.94528543395703	-0.00914219793268983	0.043927213501446224	0.4303022459685631	0.8618484716878841
ENSG00000234851	RPL23AP42	17926.973109553284	-0.08989226961731252	0.04852326578293519	0.0069983144842854705	0.1641166728416253
ENSG00000156990	RPUSD3	1027.5529090051925	0.004105025389374581	0.036860221116856856	0.8426338963860646	0.9770714964146837
ENSG00000177463	NR2C2	3634.5310133867797	0.053964291556509676	0.04711688517316249	0.060393855489013416	0.47464420803373036
ENSG00000132182	NUP210	4853.025526646727	-0.0023386212952947218	0.03369633209079684	0.9108538963625044	0.9864591711101643
ENSG00000163517	HDAC11	180.59699764438068	0.004480407558955447	0.04143608145660783	0.7681120297308981	0.9642356943768987
ENSG00000163520	FBLN2	660.0553699696561	-0.040658022035416824	0.05778722198332873	0.08857368430793612	0.5493605470938986
ENSG00000114473	IQCG	136.04942353738357	0.02779126800823491	0.056020850970154565	0.024667468216358995	0.3221814705245166
ENSG00000182899	RPL35A	22636.616675231115	-0.026486113552679276	0.030682403338997764	0.24274866306597961	0.740999031921809
ENSG00000185621	LMLN	442.1904135167278	0.0040515525021883	0.0404133780300052	0.7313712067870646	0.9535325769418104
ENSG00000114745	GORASP1	1906.0100287117098	0.018517816849863537	0.037108376595471955	0.4137786222257025	0.8533354911295475
ENSG00000119231	SENP5	2793.6906367434804	0.11976261288560129	0.05466320058667713	0.0023442015172939466	0.08860015481916364
ENSG00000163975	MELTF	384.35234846883384	-0.04637444290946451	0.06685236712154737	0.06463419633503906	0.4851377132722102
ENSG00000075711	DLG1	2917.606948861536	-0.012629843105979824	0.03458182005776111	0.5777356716657343	0.9176860985029851
ENSG00000131374	TBC1D5	3896.8908055719144	-0.0017827917836948798	0.03157762687900145	0.9352182087744467	0.98963104683058
ENSG00000134086	VHL	5470.8490331001785	-0.0027527124613350193	0.027736410937351824	0.8832962601229664	0.9816116990543382
ENSG00000157036	EXOG	794.2547793431133	-0.0070035694883132625	0.04317614613080622	0.5606222832364366	0.9115704857133524
ENSG00000179348	GATA2	443.9258641684018	0.020920310618886533	0.04425172210487852	0.29056240030457786	0.7825007047165943
ENSG00000163702	IL17RC	444.67390595656695	-0.014874409639145231	0.04249720377309124	0.4116422837755647	0.8530183498671864
ENSG00000173402	DAG1	4265.587032501169	0.016509895823755692	0.026867265653549778	0.40798955958599414	0.8515333534019726
ENSG00000163933	RFT1	1614.355636737488	0.07382191267512075	0.057222921194197064	0.026309357949270522	0.33120941503825924
ENSG00000163932	PRKCD	473.33067704640223	-0.1257938510948079	0.14950704558261477	0.011596913878873766	0.21569074944832523
ENSG00000144659	SLC25A38	1732.6409451732961	-0.003641106035400395	0.03176652635543985	0.8697273473825486	0.9794549342378573
ENSG00000144655	CSRNP1	1172.2998201813734	-0.05112516767624636	0.05222731709797813	0.07515075907851296	0.5115879586417352
ENSG00000154813	DPH3	2096.9163478963856	0.03630553074074209	0.05466408555245749	0.11430146754669589	0.5937898681326054
ENSG00000154814	OXNAD1	689.5188926688014	-0.044121047605228406	0.057367957740235453	0.09057614269380315	0.5518066081272379
ENSG00000271964	NA	13.072469658480738	6.366310821740588e-4	0.04393070586141612	0.883752221196677	0.9816997404490623
ENSG00000272498	NA	9.86813286006893	0.0021587377383753318	0.0441452067350928	0.5677075167975445	0.914426405926063
ENSG00000114120	SLC25A36	6543.992088959229	-0.0013502000101140489	0.03545025727566194	0.963191818656589	0.9969509406052699
ENSG00000163913	IFT122	1659.6613915468688	-0.0040796539600980114	0.033197344676992056	0.8516606748575661	0.9772951708957889
ENSG00000188846	RPL14	30632.367226853545	-0.10566375157524262	0.03146231446676872	1.3347143285315712e-4	0.010798580425780706
ENSG00000177873	ZNF619	474.60293908676374	-0.006798532986091081	0.040466881205645684	0.7062698863223389	0.9471686618528045
ENSG00000177842	ZNF620	915.7209421119994	-0.01398723175757396	0.03940745464873239	0.5012189703069178	0.8916115988288948
ENSG00000172888	ZNF621	3893.6018153581085	-0.02465174047262151	0.034515815866218776	0.28828459614930385	0.7809578824825385
ENSG00000234287	NA	4.942329864173897	-5.097251095809356e-4	0.04415392153596359	0.8487427076917252	0.9770714964146837
ENSG00000168036	CTNNB1	18816.05835172199	0.04134708851300084	0.05311922589520803	0.1374824548827033	0.6292046079855292
ENSG00000168038	ULK4	150.82428860846565	0.005616232465550165	0.04343749039261417	0.5835052798314567	0.9209121183946543
ENSG00000182606	TRAK1	3375.7804192293256	-0.004057421114058504	0.030093283515827365	0.8252536298365631	0.9739388767004957
ENSG00000080200	CRYBG3	4578.356387210179	0.03422168229971309	0.038790391148053605	0.1540623565313341	0.6525812634394939
ENSG00000170854	RIOX2	3790.7652299864603	0.0016167676393095884	0.039259886181173424	0.9441702742490654	0.9920980426596706
ENSG00000163527	STT3B	6642.313376845939	0.010130177606560818	0.03743521745624548	0.6124694097966944	0.9274417459778589
ENSG00000144645	OSBPL10	413.00417858415744	0.03606132432730439	0.061421534525528586	0.05575765537483145	0.4644392631330941
ENSG00000152642	GPD1L	1460.783495753032	0.04475947048913458	0.043544930883483476	0.09865323790324652	0.567826864250887
ENSG00000163607	GTPBP8	646.0002618068422	0.01886797329874274	0.037902133717331574	0.4032853547820312	0.8490992487708953
ENSG00000163608	NEPRO	3125.7044816151233	0.019135464954887535	0.03701251058837647	0.40496495648990294	0.8494264328514188
ENSG00000151576	QTRT2	2819.319811740857	0.09481319406817194	0.07729996682412221	0.01598332865147274	0.26027988318789924
ENSG00000172765	TMCC1	1363.6826318214873	0.0020967907500168935	0.03866645000677839	0.9155654558286603	0.9865182662345616
ENSG00000203644	NA	94.02896143524336	-0.002089009549525582	0.04312309384030398	0.8309044111746555	0.9749583995913752
ENSG00000271270	TMCC1-DT	250.0663675250743	0.013339989528684214	0.04450819577376196	0.33219603366051664	0.812921904724163
ENSG00000144935	TRPC1	493.287968355664	-0.04037335549662205	0.05438754213228152	0.10887623440854095	0.5840487677889517
ENSG00000168028	RPSA	65204.34587674839	-0.010616778114604153	0.025214101088483532	0.6063066316520536	0.9261216149306541
ENSG00000061938	TNK2	2020.299858550453	-0.01353874742600948	0.038278185685746834	0.521060680703097	0.8974669174702747
ENSG00000289747	NA	39.020950827654275	0.004580325189178422	0.04434561581017146	0.30974639941360455	0.7954800617875413
ENSG00000072274	TFRC	20729.439296452474	0.03709020445125188	0.0364793131928591	0.12773853303127997	0.6170288129997675
ENSG00000178053	MLF1	742.7871404632689	0.059350737332918735	0.05943317975642875	0.05134715632815505	0.451425799635978
ENSG00000168827	GFM1	3208.634656293225	0.014100854384261785	0.04043088647074771	0.4812790610814751	0.8845112274772239
ENSG00000072756	TRNT1	3106.6235631666095	0.009656700829349652	0.03905559163710931	0.6221998527328809	0.9315407068313916
ENSG00000169814	BTD	835.8009713495167	0.027602211201135825	0.049431939468684884	0.17158628704622048	0.6725858442858004
ENSG00000131381	RBSN	3436.508272865791	0.014316642998460636	0.030777629863736174	0.5223873554837284	0.8982792605867914
ENSG00000163728	TTC14	2000.591270491048	0.25288573522145974	0.06735450233660457	8.484288545445304e-6	0.0012233336048249502
ENSG00000205981	DNAJC19	1335.6072822438782	-0.01734532453017363	0.03894952142650369	0.43066260304741594	0.8621783583710758
ENSG00000114416	FXR1	9067.19432649615	0.03632904819188695	0.03811304395197966	0.15356736440497554	0.6525812634394939
ENSG00000158163	DZIP1L	327.6341145052086	0.006299468924370249	0.041784439410940004	0.6734589657109342	0.9421309238855269
ENSG00000138231	DBR1	1972.2793407894164	0.04884245227269089	0.0448891182039661	0.07521182582242363	0.5115879586417352
ENSG00000114098	ARMC8	2416.36578076943	0.00790142275630611	0.04129050160471938	0.6184752867537011	0.929632100225519
ENSG00000071282	LMCD1	40.472950646389044	0.01119725962110294	0.045449988311701627	0.1923976150803127	0.6966400965724997
ENSG00000077097	TOP2B	18886.035417418218	0.024602457532480755	0.04366984258894416	0.32490167900289896	0.8079389678884963
ENSG00000172936	MYD88	1763.3608787296591	0.014190659411971644	0.033798984406869334	0.5336951957081797	0.9027935630835869
ENSG00000173230	GOLGB1	4855.886215873575	0.0030479695137085364	0.034801851879818615	0.8824799879341261	0.9814853745265567
ENSG00000244357	RN7SL145P	3.68270556805611	1.8595190799486922e-4	0.04415916402849206	0.9438826985851668	0.991983490993865
ENSG00000163818	LZTFL1	701.1955161761059	0.0106841884959366	0.03901803453853543	0.5910522706764954	0.9229567036094576
ENSG00000157014	TATDN2	3515.013854375904	0.03992127996728262	0.038615367073495284	0.11429673992454975	0.5937898681326054
ENSG00000058262	SEC61A1	11536.206131190787	0.04979600110958976	0.023875099894491485	0.015059770018905187	0.25023904117236595
ENSG00000132155	RAF1	9421.714437236213	0.007919768047359176	0.029369249001169148	0.7233349331470691	0.9520543714936
ENSG00000175093	SPSB4	1107.6637826514261	0.053325286049376926	0.04918289970755348	0.06559671267984954	0.4866454033401166
ENSG00000121542	SEC22A	615.9366294060324	-0.00995783994506157	0.04136660799618765	0.562731382360119	0.9115704857133524
ENSG00000173175	ADCY5	492.17274295411346	-0.013391034172874875	0.041995138901222015	0.45808447385120754	0.8746668667490672
ENSG00000090539	CHRD	98.96517005925497	0.004079076042617262	0.04335878851825051	0.67464244265961	0.942952077547057
ENSG00000239268	NA	34.04942299119488	-0.005046706640922547	0.043954198583297986	0.5123574049559734	0.895487752911887
ENSG00000225733	FGD5-AS1	9825.075512646737	0.041435869269886696	0.040976683467496944	0.12100988913164709	0.6053434853210639
ENSG00000182568	SATB1	14056.232756623629	0.004304625850232542	0.027016759214661484	0.8874474819836519	0.982680708312811
ENSG00000163848	ZNF148	1827.306444068259	-0.0021339288872900155	0.036247018023934055	0.9213031555232419	0.987331780257985
ENSG00000168811	IL12A	44.64168210528597	0.005952396502242536	0.04385191917725789	0.5077071995472577	0.8935033168588175
ENSG00000173950	XXYLT1	2877.8715274127303	-0.022067568436601303	0.03196522908418501	0.33936256461854325	0.8178451973857518
ENSG00000114331	ACAP2	2754.5596724964416	0.01553075955269169	0.04197520588763076	0.4285857250120282	0.8609180955557179
ENSG00000184203	PPP1R2	1218.6065757221527	-0.054922716386758504	0.05667620160101591	0.062416206342404044	0.48195504398962363
ENSG00000113966	ARL6	610.7139284610578	0.043062581341456525	0.061951210882402234	0.07570646896625613	0.5128060265833426
ENSG00000228956	SATB1-AS1	496.9668918559359	0.005315421907393424	0.04104340544674482	0.7435902432955271	0.9577064318942076
ENSG00000227398	KIF9-AS1	86.4258909387832	-0.011160940358516362	0.04463222987179884	0.33029762033783455	0.8112876108922052
ENSG00000242622	GSK3B-DT	94.97499120937404	-0.005037872109122702	0.043053140526357704	0.6482542340608668	0.9360295992909641
ENSG00000240137	ERICH6-AS1	65.06457325892899	-0.008028164981421629	0.04410610393965925	0.4150998344537652	0.8538089361979597
ENSG00000242516	LINC00960	142.5117020130293	-0.0196122825966187	0.04628554967789807	0.2403464627003692	0.7405024736145889
ENSG00000239523	MYLK-AS1	68.59479837630097	-8.079080988428644e-5	0.043258150039565284	0.9916966485840504	0.9998847410478725
ENSG00000243422	RPL23AP49	28.900112107836954	0.003166988645905539	0.043947623250146076	0.6122492991479225	0.9274417459778589
ENSG00000289558	NA	74.75030916211733	0.009489589779381651	0.04385011449598043	0.4336854098056852	0.8631414807630677
ENSG00000228109	MELTF-AS1	75.46393992292973	-0.008227697678876876	0.044277237108671985	0.3849407070822173	0.8403375082054161
ENSG00000241472	PTPRG-AS1	294.91541330132344	-0.03751058391772436	0.06339103707804974	0.046698052520258666	0.43565902553012614
ENSG00000206573	THUMPD3-AS1	1106.4000024318289	-0.0012231885957550346	0.03617922423731084	0.9512320630786215	0.9952259453918538
ENSG00000231770	TMEM44-AS1	108.22957622631385	0.002419116395904346	0.04290147542862538	0.8105658216341435	0.9705779965231048
ENSG00000248932	COPB2-DT	234.27324778007988	-5.738688457205532e-4	0.04222916035257724	0.958222621433759	0.9960760801629659
ENSG00000230084	ZBTB47-AS1	155.38569372291644	0.007724518939081209	0.043436882541881314	0.5282086187867262	0.9000026542389402
ENSG00000235257	ITGA9-AS1	92.42676766529587	-0.024507748423836153	0.051537736260866884	0.0904496397424101	0.5518066081272379
